,Adm_Year,Gender,Age,HSC_Pass_Year,Program,Merit_Scholarship,Uni_Transport,Learn_Mode,Smartphone,PC,Eng_Proficiency,Probation,Suspension,Do you attend in teacher consultancy for any kind of academical problems? ,Relationship,CoCurricular,Living_Arrangement,Health_Issues,Physical_Disabilities,Target,Curr_Sem1,Study_Hours1,Study_Sessions1,SM_Hours1,Avg_Attendance1,Skills1,Skill_Dev_Hours1,Interest_Area1,Prev_SGPA1,Curr_CGPA1,Completed_Credits1,Diploma,Family_Income1
796,2019.0,Male,21.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Average,11.0,5.0,4.0,2.0,100.0,Programming,3.0,Software,2.87,3.98,140,False,67000.0
797,2019.0,Male,22.0,2017.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,10.0,4.0,1.0,7.0,100.0,Web development skill(Backend),2.0,Software,2.19,3.43,140,False,68000.0
798,2020.0,Male,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,10.0,2.0,1.0,8.0,100.0,Artificial Intelligence,2.0,Hardware,2.11,3.39,132,False,68000.0
799,2020.0,Male,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Bachelor,Yes,No,Poor,11.0,1.0,2.0,2.0,51.0,Artificial Intelligence,4.0,Data Science,2.51,3.57,143,False,68000.0
800,2020.0,Male,22.0,2019.0,BCSE,No,No,Online,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Poor,9.0,3.0,2.0,3.0,100.0,Networking,2.0,Hardware,2.22,3.38,124,False,68000.0
801,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,8.0,2.0,2.0,2.0,34.0,Cyber security,3.0,Data Science,1.86,2.91,102,False,68000.0
802,2021.0,Female,22.0,2021.0,BCSE,No,No,Offline,Yes,No,Basic,No,No,No,Married,Yes,Family,No,No,Poor,9.0,1.0,1.0,8.0,50.0,Artificial Intelligence,1.0,Data Science,1.87,2.95,140,False,68000.0
803,2022.0,Female,21.0,2021.0,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,Yes,Single,No,Bachelor,No,No,Average,8.0,5.0,2.0,3.0,87.0,Cyber security,2.0,Data Science,2.88,3.91,127,False,68000.0
804,2020.0,Female,23.0,2018.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,Yes,No,Single,No,Family,No,No,Poor,10.0,3.0,3.0,6.0,99.0,Web development skill(Backend),1.0,Data Science,1.91,3.39,123,False,70000.0
805,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Family,No,No,Poor,8.0,3.0,3.0,2.0,100.0,Programming,2.0,UI/UX,1.81,2.9,101,False,70000.0
806,2022.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,No,Family,Yes,No,Poor,6.0,2.0,2.0,2.0,56.0,Programming,2.0,UI/UX,1.72,2.8,80,False,70000.0
807,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,9.0,1.0,1.0,3.0,76.0,Web development skill(Backend),2.0,Software,1.56,2.63,104,False,70000.0
808,2021.0,Female,24.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,Yes,No,Poor,6.0,1.0,1.0,4.0,100.0,Programming,2.0,Software,2.23,3.39,98,False,70000.0
809,2022.0,Female,21.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,In a relationship,No,Bachelor,No,No,Average,6.0,2.0,1.0,3.0,100.0,Networking,2.0,Hardware,2.67,3.74,77,False,70000.0
810,2022.0,Female,19.0,2022.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,3.0,4.0,3.0,4.0,63.0,Web development skill(Frontend),2.0,Software,1.65,2.87,35,False,70000.0
811,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Family,No,No,Poor,9.0,2.0,1.0,6.0,90.0,Machine Learning,2.0,Software,2.44,3.88,132,False,71000.0
812,2022.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,Yes,Family,No,No,Poor,6.0,4.0,2.0,3.0,68.0,Networking,4.0,Hardware,1.56,2.63,70,False,74000.0
813,2020.0,Female,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,10.0,6.0,4.0,4.0,80.0,Networking,4.0,Hardware,2.21,3.21,145,False,75000.0
814,2020.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,No,No,Average,11.0,1.0,3.0,3.0,100.0,Networking,1.0,Hardware,2.61,3.68,143,False,75000.0
815,2021.0,Female,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10.0,3.0,3.0,2.0,100.0,Artificial Intelligence,2.0,Data Science,2.41,3.5,136,False,76000.0
816,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,No,Single,Yes,Family,No,No,Poor,9.0,2.0,3.0,3.0,100.0,Cyber security,2.0,Data Science,1.57,2.66,121,False,76000.0
817,2021.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,Yes,No,Yes,In a relationship,Yes,Bachelor,No,No,Average,9.0,4.0,1.0,2.0,100.0,Machine Learning,2.0,Data Science,2.73,3.8,121,False,76000.0
818,2020.0,Male,22.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Married,No,Family,Yes,No,Average,9.0,2.0,1.0,2.0,100.0,Networking,4.0,Hardware,2.87,3.93,121,False,76000.0
819,2022.0,Male,20.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Poor,5.0,3.0,2.0,3.0,100.0,Networking,3.0,Hardware,1.56,2.66,71,False,76000.0
820,2022.0,Male,25.0,2018.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,Yes,No,Poor,6.0,3.0,2.0,8.0,100.0,Programming,3.0,UI/UX,2.87,3.98,143,False,77000.0
821,2021.0,Male,23.0,2019.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Poor,8.0,3.0,1.0,7.0,89.0,Machine Learning,1.0,Data Science,1.79,2.85,104,False,77000.0
822,2019.0,Male,21.0,2019.0,BCSE,Yes,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,10.0,7.0,3.0,3.0,100.0,Programming,2.0,UI/UX,2.88,3.93,139,False,77000.0
823,2020.0,Female,22.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,In a relationship,No,Bachelor,Yes,No,Average,9.0,4.0,2.0,2.0,100.0,Artificial Intelligence,1.0,Data Science,2.78,3.84,120,False,77000.0
824,2021.0,Female,22.0,2020.0,BCSE,Yes,No,Online,Yes,Yes,Basic,No,No,No,In a relationship,Yes,Family,Yes,Yes,Poor,6.0,1.5,1.0,4.0,98.0,Cyber security,3.0,Hardware,2.36,3.19,70,False,77000.0
825,2020.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,7.0,3.0,2.0,4.0,100.0,Machine Learning,3.0,Software,2.03,3.15,65,False,78000.0
826,2018.0,Female,25.0,2018.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,Yes,No,Yes,Single,Yes,Bachelor,No,No,Average,11.0,5.0,3.0,1.0,78.0,Artificial Intelligence,4.0,nan,2.83,3.9,143,False,79000.0
827,2020.0,Female,20.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Poor,7.0,5.0,3.0,4.0,100.0,Networking,1.0,UI/UX,2.44,3.78,88,False,79000.0
828,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Poor,7.0,5.0,3.0,5.0,50.0,Web development skill(Backend),3.0,UI/UX,1.66,2.99,97,False,79000.0
829,2019.0,Male,21.0,2018.0,BCSE,No,Yes,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Average,10.0,6.0,4.0,3.0,80.0,Cyber security,2.0,UI/UX,2.54,3.76,126,False,80000.0
830,2020.0,Female,22.0,2019.0,BCSE,Yes,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,11.0,2.0,1.0,4.0,99.0,Programming,1.0,Hardware,2.79,3.59,125,False,80000.0
831,2019.0,Male,20.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,In a relationship,No,Bachelor,No,No,Poor,11.0,2.0,1.0,6.0,77.0,Cyber security,2.0,Hardware,1.55,2.67,144,False,80000.0
832,2021.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Single,No,Family,Yes,No,Poor,8.0,4.0,2.0,2.0,100.0,Networking,2.0,Data Science,1.25,2.57,101,False,80000.0
833,2020.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Bachelor,No,No,Average,10.0,4.0,2.0,2.0,100.0,Networking,2.0,Hardware,2.56,3.61,131,False,80000.0
834,2022.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Average,8.0,3.0,1.0,3.0,100.0,Networking,1.0,Hardware,2.64,3.7,99,False,81000.0
835,2020.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Married,Yes,Family,Yes,No,Poor,10.0,4.0,2.0,7.0,78.0,Cyber security,2.0,Data Science,1.45,2.67,142,False,82000.0
836,2020.0,Male,21.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,In a relationship,No,Bachelor,Yes,No,Poor,10.0,3.0,2.0,3.0,70.0,Programming,3.0,UI/UX,1.56,2.87,133,False,85000.0
837,2022.0,Female,21.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Poor,6.0,6.0,4.0,5.0,70.0,Programming,5.0,UI/UX,2.1,3.37,86,False,85000.0
838,2022.0,Female,20.0,2022.0,BCSE,No,No,Online,Yes,No,Intermediate,No,No,No,Married,No,Family,No,No,Poor,3.0,2.0,1.0,3.0,60.0,Artificial Intelligence,1.0,Hardware,2.1,3.28,77,False,85000.0
839,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Poor,10.0,2.0,2.0,2.0,100.0,Artificial Intelligence,4.0,Data Science,1.54,2.64,137,False,86000.0
840,2019.0,Male,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,Yes,Yes,In a relationship,Yes,Family,Yes,No,Poor,10.0,1.5,3.0,2.0,80.0,Programming,1.0,Software,2.39,3.43,45,False,87000.0
841,2020.0,Female,21.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Married,No,Family,No,No,Average,8.0,4.0,3.0,2.0,80.0,Cyber security,3.0,UI/UX,2.51,3.87,103,False,87000.0
842,2020.0,Male,21.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Bachelor,No,No,Average,11.0,2.0,2.0,1.0,79.0,Machine Learning,2.0,Data Science,2.81,3.89,143,False,87000.0
843,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Poor,9.0,2.0,1.0,2.0,88.0,Programming,1.0,UI/UX,2.45,3.54,117,False,88000.0
844,2021.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,Yes,No,Average,8.0,3.0,1.0,3.0,100.0,Artificial Intelligence,2.0,Data Science,2.66,3.72,98,False,88000.0
845,2020.0,Female,21.0,2019.0,BCSE,Yes,No,Offline,No,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Family,Yes,No,Poor,9.0,6.0,1.0,4.0,80.0,Programming,1.0,UI/UX,2.04,3.23,145,False,89000.0
846,2021.0,Male,21.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,Yes,No,Single,Yes,Bachelor,No,No,Poor,8.0,4.0,2.0,6.0,100.0,Web development skill(Backend),2.0,Software,2.29,3.56,100,False,89000.0
847,2021.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Family,No,No,Poor,8.0,4.0,2.0,7.0,88.0,Machine Learning,3.0,Software,2.55,3.77,137,False,89000.0
848,2018.0,Male,22.0,2017.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,Yes,No,Good,11.0,4.0,2.0,2.0,100.0,Programming,3.0,UI/UX,2.9,3.89,135,False,90000.0
849,2019.0,Male,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,11.0,3.0,2.0,3.0,100.0,Web development skill(Backend),2.0,Software,2.34,3.42,143,False,90000.0
850,2020.0,Male,21.0,2019.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Married,No,Family,No,No,Poor,10.0,4.0,2.0,4.0,100.0,Cyber security,2.0,Data Science,2.08,3.11,138,False,90000.0
851,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,Married,No,Family,No,No,Poor,9.0,3.0,1.0,10.0,100.0,Networking,3.0,Hardware,2.51,3.5,130,False,90000.0
852,2022.0,Female,21.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Poor,5.0,3.0,1.0,8.0,100.0,Machine Learning,3.0,Software,2.13,3.33,107,False,90000.0
853,2019.0,Male,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,Yes,No,Single,No,Bachelor,No,No,Poor,11.0,2.0,1.0,2.0,35.0,Cyber security,1.0,Data Science,1.43,2.56,143,False,91000.0
854,2022.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Married,Yes,Family,No,No,Poor,4.0,2.0,3.0,3.0,100.0,Programming,1.0,UI/UX,1.26,2.33,59,False,93000.0
855,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,Yes,Single,No,Bachelor,No,No,Poor,9.0,2.0,3.0,3.0,56.0,Networking,4.0,Hardware,1.56,2.6,130,False,95000.0
856,2020.0,Male,23.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,No,Bachelor,No,No,Poor,10.0,2.0,3.0,1.0,100.0,Programming,4.0,UI/UX,1.75,2.81,137,False,98000.0
857,2019.0,Male,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Married,Yes,Family,No,No,Poor,11.0,2.0,1.0,7.0,100.0,Programming,3.0,Software,1.76,2.87,144,False,100000.0
858,2021.0,Male,21.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Bachelor,No,No,Poor,5.0,6.0,4.0,4.0,100.0,Cyber security,2.0,Data Science,1.34,2.53,96,False,100000.0
859,2020.0,Male,21.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,No,Bachelor,No,No,Good,8.0,5.0,3.0,4.0,100.0,Programming,3.0,UI/UX,2.91,3.95,119,False,100000.0
860,2020.0,Male,22.0,2019.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,No,In a relationship,Yes,Family,Yes,No,Poor,10.0,2.0,3.0,2.0,45.0,Networking,4.0,Hardware,2.46,3.52,140,False,100000.0
861,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,No,Bachelor,No,No,Poor,5.0,3.0,1.0,7.0,70.0,Cyber security,3.0,Software,1.67,2.98,75,False,100000.0
862,2023.0,Female,20.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,Yes,Family,Yes,Yes,Average,2.0,2.0,4.0,2.0,100.0,Programming,3.0,Hardware,2.66,4.0,12,False,100000.0
863,2018.0,Male,24.0,2018.0,BCSE,No,No,Online,Yes,Yes,Advance,Yes,No,No,Single,Yes,Family,No,No,Poor,10.0,1.0,3.0,3.0,65.0,Artificial Intelligence,2.0,Data Science,2.65,3.68,140,False,110000.0
864,2022.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Family,No,No,Average,6.0,2.0,1.0,5.0,100.0,Networking,4.0,Hardware,2.8,3.91,77,False,110000.0
865,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Married,Yes,Family,No,No,Poor,8.0,5.0,3.0,6.0,100.0,Networking,1.0,Hardware,1.46,2.67,101,False,110000.0
866,2021.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,10.0,2.0,3.0,2.0,89.0,Programming,4.0,UI/UX,1.67,2.73,134,False,110000.0
867,2022.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Single,Yes,Bachelor,No,No,Poor,6.0,3.0,3.0,3.0,62.0,Artificial Intelligence,1.0,Data Science,1.35,2.58,77,False,114000.0
868,2021.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,No,In a relationship,No,Family,No,No,Average,7.0,3.0,1.0,2.0,78.0,Web development skill(Backend),2.0,Software,2.56,3.66,88,False,115000.0
869,2022.0,Female,19.0,2022.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Average,3.0,1.0,1.0,5.0,100.0,Cyber security,3.0,UI/UX,2.67,3.78,32,False,115000.0
870,2022.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Bachelor,No,No,Poor,5.0,2.0,2.0,1.0,41.0,Machine Learning,2.0,Data Science,2.56,3.61,68,False,116000.0
871,2020.0,Male,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Average,10.0,2.0,3.0,2.0,86.0,Networking,2.0,Hardware,2.67,3.75,140,False,117000.0
872,2022.0,Male,20.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,6.0,3.0,3.0,2.0,100.0,Web development skill(Frontend),1.0,Software,2.46,3.55,89,False,120000.0
873,2020.0,Male,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Married,Yes,Family,No,No,Poor,10.0,1.0,2.0,3.0,83.0,Networking,2.0,Hardware,1.44,2.65,136,False,123000.0
874,2020.0,Female,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,In a relationship,Yes,Bachelor,No,No,Average,11.0,3.0,2.0,1.0,100.0,Web development skill(Backend),4.0,Software,2.53,3.62,143,False,128000.0
875,2019.0,Female,25.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,No,No,Average,11.0,2.0,2.0,5.0,100.0,Programming,3.0,Software,2.79,3.88,141,False,130000.0
876,2021.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,Yes,Single,Yes,Family,No,No,Average,9.0,3.0,1.0,3.0,100.0,Web development skill(Backend),4.0,Software,2.75,3.82,103,False,130000.0
877,2022.0,Male,21.0,2021.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,No,No,Married,Yes,Family,Yes,No,Poor,6.0,1.0,3.0,2.0,100.0,Programming,4.0,UI/UX,1.68,2.73,88,False,130000.0
878,2022.0,Female,20.0,2021.0,BCSE,No,No,Online,Yes,Yes,Intermediate,Yes,No,Yes,Married,No,Family,No,No,Poor,5.0,4.0,1.0,2.0,77.0,Programming,4.0,Software,1.67,2.77,58,False,130000.0
879,2020.0,Male,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Poor,10.0,2.0,2.0,3.0,84.0,Web development skill(Backend),4.0,Software,1.76,2.8,122,False,134000.0
880,2021.0,Female,25.0,2019.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,Yes,In a relationship,No,Bachelor,No,No,Average,10.0,4.0,2.0,4.0,100.0,Networking,2.0,Hardware,2.88,3.9,139,False,135000.0
881,2020.0,Male,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Basic,Yes,No,No,Single,No,Bachelor,No,No,Average,11.0,2.0,1.0,3.0,100.0,Networking,2.0,Hardware,2.54,3.61,143,False,135000.0
882,2021.0,Female,22.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Advance,Yes,Yes,No,Married,Yes,Family,No,No,Poor,9.0,4.0,2.0,1.0,100.0,Cyber security,2.0,Data Science,1.76,2.82,121,False,135000.0
883,2020.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,Yes,No,Average,8.0,3.0,2.0,2.0,100.0,Artificial Intelligence,2.0,Data Science,2.54,3.64,97,False,135000.0
884,2019.0,Male,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,Yes,Family,No,No,Poor,11.0,3.0,2.0,2.0,100.0,Networking,1.0,Hardware,1.54,2.68,143,False,144000.0
885,2021.0,Female,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,Yes,No,Poor,9.0,2.0,1.0,2.0,35.0,Machine Learning,2.0,Data Science,1.46,2.5,119,False,144000.0
886,2019.0,Male,22.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,No,Family,No,No,Poor,11.0,6.0,3.0,7.0,100.0,Cyber security,4.0,Data Science,2.91,3.97,141,False,150000.0
887,2021.0,Female,20.0,2020.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,In a relationship,Yes,Bachelor,No,No,Poor,9.0,3.0,3.0,3.0,100.0,Networking,2.0,Hardware,1.8,2.89,116,False,155000.0
888,2021.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,No,In a relationship,Yes,Bachelor,No,No,Average,8.0,5.0,2.0,3.0,100.0,Web development skill(Frontend),4.0,Software,2.78,3.8,89,False,158000.0
889,2021.0,Female,21.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,Yes,Single,Yes,Family,No,No,Poor,5.0,3.0,2.0,8.0,67.0,Programming,2.0,Software,1.65,2.56,64,False,165000.0
890,2020.0,Female,22.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Poor,8.0,2.0,1.0,4.0,100.0,Programming,2.0,UI/UX,2.32,3.87,113,False,170000.0
891,2020.0,Female,25.0,2019.0,BCSE,No,No,Online,Yes,Yes,Advance,No,No,No,In a relationship,No,Bachelor,No,No,Poor,11.0,3.0,3.0,1.0,35.0,Networking,2.0,Hardware,1.57,2.63,143,False,170000.0
892,2021.0,Female,20.0,2020.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,Yes,Family,No,No,Average,8.0,3.0,3.0,3.0,100.0,Artificial Intelligence,4.0,Data Science,2.85,3.93,100,False,190000.0
893,2020.0,Male,21.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Married,No,Family,No,No,Poor,10.0,3.0,2.0,1.0,68.0,Networking,4.0,Hardware,2.74,3.84,137,False,190000.0
894,2020.0,Female,22.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,Yes,No,Single,Yes,Bachelor,No,No,Poor,7.0,3.0,2.0,7.0,100.0,Web development skill(Backend),3.0,UI/UX,2.13,3.03,107,False,235000.0
895,2021.0,Female,20.0,2021.0,BCSE,Yes,No,Offline,Yes,Yes,Advance,No,No,No,Single,Yes,Family,No,No,Good,5.0,6.0,2.0,1.0,100.0,Programming,4.0,UI/UX,2.91,3.91,81,False,250000.0
896,2019.0,Female,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,Yes,No,No,Single,No,Bachelor,No,No,Poor,11.0,3.0,3.0,2.0,100.0,Cyber security,1.0,Data Science,1.43,2.49,143,False,255000.0
897,2019.0,Male,25.0,2017.0,BCSE,No,No,Offline,Yes,No,Basic,No,No,No,In a relationship,No,Family,No,No,Poor,11.0,2.0,1.0,5.0,86.0,Networking,3.0,Data Science,1.98,2.89,145,False,300000.0
898,2020.0,Male,23.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Basic,No,No,Yes,In a relationship,No,Family,No,No,Average,9.0,1.0,2.0,5.0,100.0,Web development skill(Frontend),1.0,Data Science,2.91,3.89,103,False,10000.0
899,2020.0,Female,22.0,2019.0,BCSE,Yes,No,Offline,Yes,Yes,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,11.0,2.0,1.0,3.0,95.0,Programming,1.0,Data Science,2.5,3.48,128,False,25000.0
900,2023.0,Female,21.0,2022.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,Yes,Family,No,No,Average,2.0,5.0,5.0,5.0,100.0,Programming,3.0,Software,2.85,3.65,28,False,25000.0
901,2020.0,Female,24.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,No,No,Single,Yes,Family,Yes,Yes,Poor,9.0,5.0,1.0,6.0,90.0,Networking,2.0,Hardware,2.2,3.5,60,False,28000.0
902,2020.0,Male,25.0,2019.0,BCSE,Yes,No,Online,Yes,Yes,Advance,No,No,Yes,In a relationship,Yes,Bachelor,No,No,Poor,10.0,3.5,1.0,5.0,99.0,Networking,3.0,Software,2.48,3.48,105,False,30000.0
903,2020.0,Female,23.0,2019.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,No,Single,No,Bachelor,No,No,Average,10.0,4.0,1.0,3.0,98.0,Networking,2.0,Hardware,2.87,3.93,138,False,30000.0
904,2022.0,Male,22.0,2020.0,BCSE,Yes,No,Offline,Yes,No,Intermediate,No,No,Yes,Single,No,Family,No,No,Average,5.0,2.0,2.0,4.0,99.0,Programming,2.0,Hardware,2.56,3.35,54,False,30000.0
905,2021.0,Female,20.0,2020.0,BCSE,No,No,Offline,Yes,Yes,Intermediate,No,No,Yes,In a relationship,No,Family,No,No,Poor,7.0,4.0,2.0,7.0,100.0,Artificial Intelligence,1.0,Hardware,2.31,3.45,109,False,30000.0
906,2018.0,Male,25.0,2018.0,BCSE,No,No,Offline,Yes,Yes,Basic,No,Yes,Yes,Married,No,Family,No,No,Poor,11.0,3.0,1.0,3.0,100.0,Cyber security,2.0,Data Science,2.45,3.56,143,False,32000.0
